source	target	pvalue	threshold
DRAKE, FRANKLIN	VAN HELSING, RACHEL	5.421547564398296e-125	1.1371267310137662e-07
SMITH, SIR DENIS NAYLAND	WU, LEIKO	7.124258393656066e-125	1.141884583444786e-07
BLACK KNIGHT V/DANE WHITMAN	HERCULES [GREEK GOD]	8.396938789896388e-125	1.1466424358758061e-07
INVISIBLE WOMAN/SUE STORM RICHARDS 	MASTERS, ALICIA REISS	1.7668059262395781e-124	1.1514002883068258e-07
GEE/ALEX POWER	POWER, DR. JIM	2.1071689123940036e-124	1.156158140737846e-07
POWER, DR. JIM	POWER, MARGARET	6.862931676358558e-124	1.1609159931688657e-07
JUBILEE/JUBILATION LEE 	SYNCH/EVERETT THOMAS	7.65758788890096e-124	1.1656738455998859e-07
HEIMDALL [ASGARDIAN]	VOLSTAGG	9.660267345025563e-124	1.1704316980309056e-07
MOONSTONE II/KARLA SOFEN 	SCREAMING MIMI/MELISSA GOLD	2.1500066831436305e-123	1.1751895504619258e-07
SYNCH/EVERETT THOMAS	WHITE QUEEN/EMMA FROST	4.6849608414034755e-123	1.1799474028929455e-07
LEEDS, BETTY BRANT	PARKER, MAY	1.434441454246157e-122	1.1847052553239656e-07
BOOMER/TABITHA SMITH	SIRYN/THERESA ROURKE CASSIDY	2.7221214257474437e-122	1.1894631077549854e-07
TIGRA/GREER NELSON	WONDER MAN/SIMON WILLIAMS 	2.816068993873173e-122	1.1942209601860055e-07
IRON FIST/DANIEL RAND	WING, COLLEEN	3.7167730927253565e-122	1.1989788126170253e-07
HULK/DR. ROBERT BRUCE BANNER 	JONES, RICHARD MILHOUSE RICK	3.872845702542992e-122	1.2037366650480453e-07
CANNONBALL II/SAM GUTHRIE 	MAGIK/ILLYANA RASPUTINA	8.242941735551318e-122	1.2084945174790653e-07
NOVA/RICHARD RIDER	SPEEDBALL/ROBBIE BALDWIN	1.1787962571309496e-121	1.2132523699100853e-07
GAMBIT/REMY LEBEAU 	STORM/ORORO MUNROE Subscribe!	1.226001698203671e-121	1.218010222341105e-07
HOGAN, VIRGINIA PEPPER POTTS	IRON MAN/TONY STARK 	1.570248669063264e-121	1.222768074772125e-07
IRON FIST/DANIEL RAND	KNIGHT, MISTY	2.3687121479155647e-121	1.227525927203145e-07
CYPHER/DOUG RAMSEY	WOLFSBANE/RAHNE SINCLAIR	5.132710284256016e-121	1.2322837796341648e-07
OSBORN, LIZ ALLAN	THOMPSON, EUGENE FLASH	6.130342420786663e-121	1.2370416320651848e-07
BLACK BOLT/BLACKANTOR BOLTAGON [INHUMAN]	LOCKJAW [INHUMAN]	1.7433114290525437e-120	1.2417994844962048e-07
SPIDER-WOMAN II/JULIA CARPENTER	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	1.9079523888707413e-120	1.2465573369272248e-07
MASTERS, ALICIA REISS	MR. FANTASTIC/REED RICHARDS 	2.9136233835733577e-120	1.2513151893582446e-07
HOGAN, HAROLD J. HAPPY	IRON MAN/TONY STARK 	5.053362407558758e-120	1.2560730417892646e-07
BEAST/HENRY &HANK& P. MCCOY 	PROFESSOR X/CHARLES FRANCIS XAVIER 	7.378966764368538e-120	1.2608308942202846e-07
BANSHEE/SEAN CASSIDY	JUBILEE/JUBILATION LEE 	9.441227181319964e-120	1.2655887466513046e-07
THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	WASP/JANET VAN DYNE PYM	1.5291700336089545e-119	1.2703465990823243e-07
KARNAK [INHUMAN]	LOCKJAW [INHUMAN]	1.4810787992553986e-118	1.2751044515133443e-07
JUBILEE/JUBILATION LEE 	PENANCE/MONET ST. CROIX	2.0351275459640164e-118	1.2798623039443644e-07
SASQUATCH/WALTER LANGKOWSKI	SHAMAN/MICHAEL TWOYOUNGMAN	2.6398203312098125e-118	1.2846201563753844e-07
PUCK/EUGENE MILTON JUDD	SASQUATCH/WALTER LANGKOWSKI	7.5356327737191825e-118	1.289378008806404e-07
MOCKINGBIRD/DR. BARBARA BOBBI MORSE/HUNTRESS	TIGRA/GREER NELSON	8.04299407763856e-118	1.2941358612374244e-07
GORGON [INHUMAN]	LOCKJAW [INHUMAN]	1.2865138039333036e-117	1.298893713668444e-07
FIRESTAR/ANGELICA JONES 	NOVA/RICHARD RIDER	1.892059893329899e-117	1.3036515660994641e-07
KINCAID, DR. JANE FOSTER	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	6.68920238128268e-117	1.308409418530484e-07
SHADOWCAT/KATHERINE KITTY PRYDE 	WOLVERINE/LOGAN 	8.142378298742997e-117	1.3131672709615042e-07
SUB-MARINER/NAMOR MACKENZIE	VASHTI	1.897013335620388e-116	1.317925123392524e-07
PARKER, MAY	THOMPSON, EUGENE FLASH	2.5537399452394893e-116	1.322682975823544e-07
BULLDOZER/HENRY CAMP	PILEDRIVER II/BRIAN PHILIP CALUSKY	2.69931328516293e-116	1.3274408282545636e-07
FIREFIST/RUSTY COLLINS	SKIDS/SALLY BLEVINS	2.7065074323139295e-116	1.332198680685584e-07
HELLCAT/PATSY WALKER BAXTER HELLSTROM	NORRISS, SISTER BARBARA DENTON	3.6847080168262343e-116	1.3369565331166037e-07
HEIMDALL [ASGARDIAN]	SIF	4.989647401632181e-116	1.3417143855476234e-07
BULLDOZER/HENRY CAMP	WRECKER III/DIRK GARTHWAITE	1.9171105844026864e-115	1.3464722379786437e-07
NAMORITA/NITA PRENTISS [ATLANTEAN]	NOVA/RICHARD RIDER	2.514512729230766e-115	1.3512300904096634e-07
OSBORN, LIZ ALLAN	SPIDER-MAN/PETER PARKER	3.8106612389780143e-115	1.3559879428406834e-07
MOCKINGBIRD/DR. BARBARA BOBBI MORSE/HUNTRESS	WONDER MAN/SIMON WILLIAMS 	7.883226247820224e-115	1.3607457952717032e-07
HUMAN TORCH/JOHNNY STORM 	MASTERS, ALICIA REISS	9.030223275749472e-115	1.3655036477027235e-07
PUCK/EUGENE MILTON JUDD	SHAMAN/MICHAEL TWOYOUNGMAN	4.6110381972312956e-114	1.3702615001337432e-07
COUNTERWEIGHT/JACK POWER	POWER, MARGARET	7.345810182942781e-114	1.3750193525647632e-07
LIGHTSPEED/JULIE POWER	POWER, MARGARET	7.345810182942781e-114	1.379777204995783e-07
DR. STRANGE/STEPHEN STRANGE	NORRISS, SISTER BARBARA DENTON	1.2870785960725212e-113	1.3845350574268032e-07
JARVIS, EDWIN 	WASP/JANET VAN DYNE PYM	2.4814666215237942e-113	1.389292909857823e-07
CAPTAIN MARVEL II/MONICA RAMBEAU	WASP/JANET VAN DYNE PYM	4.1263474902297773e-113	1.394050762288843e-07
COUNTERWEIGHT II/KATIE POWER	POWER, MARGARET	4.2597857193388804e-113	1.398808614719863e-07
PENANCE/MONET ST. CROIX	SYNCH/EVERETT THOMAS	4.559253154532454e-113	1.403566467150883e-07
HAWK	QUICKSILVER/PIETRO MAXIMOFF	6.708495076685943e-113	1.4083243195819027e-07
GEE/ALEX POWER	POWER, MARGARET	1.137009983591138e-112	1.4130821720129227e-07
HOWARD THE DUCK	SWITZLER, BEVERLY	1.1798260077904323e-112	1.4178400244439428e-07
SPIDER-MAN/PETER PARKER	WATSON, ANNA	1.3179919459052214e-112	1.4225978768749628e-07
AURORA/JEANNE-MARIE BAUBIER	SHAMAN/MICHAEL TWOYOUNGMAN	1.545681615723224e-112	1.4273557293059825e-07
DOC SAMSON/DR. LEONARD SAMSON	HULK/DR. ROBERT BRUCE BANNER 	2.0831581071184545e-112	1.4321135817370025e-07
DR. SPECTRUM/JOSEPH LEDGER	WHIZZER II/STANLEY STEWART	7.705297818577306e-112	1.4368714341680225e-07
CAPTAIN AMERICA	CARTER, SHARON	7.732887470441877e-112	1.4416292865990425e-07
BALDER [ASGARDIAN]	HEIMDALL [ASGARDIAN]	2.9556152864689624e-111	1.4463871390300623e-07
LOCKHEED	MEGGAN	4.8590536997059655e-111	1.4511449914610823e-07
MARVEL GIRL/JEAN GREY SUMMERS	STORM/ORORO MUNROE Subscribe!	5.784592690871897e-111	1.4559028438921023e-07
MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	MIRAGE II/DANIELLE MOONSTAR 	7.222635003522388e-111	1.4606606963231223e-07
PILEDRIVER II/BRIAN PHILIP CALUSKY	WRECKER III/DIRK GARTHWAITE	8.358262966892317e-111	1.465418548754142e-07
CRYSTAL [INHUMAN]	QUICKSILVER/PIETRO MAXIMOFF	8.42999502813505e-111	1.470176401185162e-07
PHOENIX III/RACHEL SUMMERS	SHADOWCAT/KATHERINE KITTY PRYDE 	1.3945470328754858e-110	1.474934253616182e-07
DR. SPECTRUM/JOSEPH LEDGER	HYPERION	1.6214690334422496e-110	1.4796921060472018e-07
LEEDS, BETTY BRANT	ROBERTSON, JOE	1.986025335374435e-110	1.4844499584782218e-07
DRACULA/VLAD TEPES	DRAKE, FRANKLIN	1.9869837301196428e-110	1.4892078109092418e-07
LOKI [ASGARDIAN]	SIF	2.2878826731280148e-110	1.4939656633402618e-07
NORTHSTAR/JEAN-PAUL BAUBIER	SHAMAN/MICHAEL TWOYOUNGMAN	2.876607701545131e-110	1.4987235157712816e-07
MOONSTONE II/KARLA SOFEN 	POWER MAN/ERIK JOSTEN	3.075137957320564e-110	1.5034813682023016e-07
LOKI [ASGARDIAN]	VOLSTAGG	3.31493188781248e-110	1.5082392206333216e-07
SHANNA/SHANNA O'HARA PLUNDER	ZABU	7.027885335804323e-110	1.5129970730643416e-07
CAPTAIN AMERICA	WONDER MAN/SIMON WILLIAMS 	3.3443012645407374e-109	1.5177549254953614e-07
SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	THUNDERBIRD II/JAMES PROUDSTAR	3.6716528029120504e-109	1.5225127779263814e-07
CANNONBALL II/SAM GUTHRIE 	MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	3.899508454324172e-109	1.5272706303574014e-07
NIGHTCRAWLER/KURT WAGNER 	ROGUE /	4.0056204837900587e-109	1.5320284827884214e-07
POWER MAN/ERIK JOSTEN	SCREAMING MIMI/MELISSA GOLD	1.252886378878292e-108	1.536786335219441e-07
CRYSTAL [INHUMAN]	GORGON [INHUMAN]	7.197252063163323e-108	1.541544187650461e-07
MAGIK/ILLYANA RASPUTINA	SUNSPOT/ROBERTO DACOSTA 	7.530283923855466e-108	1.5463020400814811e-07
DAZZLER II/ALLISON BLAIRE	LONGSHOT	9.556848973160543e-108	1.5510598925125011e-07
OSBORN, HARRY	WATSON-PARKER, MARY JANE	3.609475758525832e-107	1.555817744943521e-07
BLOB/FRED J. DUKES	PYRO/ALLERDYCE JOHNNY ST. JOHN	3.753120178159142e-107	1.560575597374541e-07
MAGIK/ILLYANA RASPUTINA	MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	4.831767556943177e-107	1.565333449805561e-07
MAGIK/ILLYANA RASPUTINA	WARLOCK III	4.9167550961917657e-107	1.570091302236581e-07
NIGHTCRAWLER/KURT WAGNER 	PHOENIX III/RACHEL SUMMERS	5.804169419415933e-107	1.5748491546676007e-07
BANSHEE/SEAN CASSIDY	SKIN/ANGELO ESPINOSA	1.3318639022012835e-106	1.579607007098621e-07
MEGGAN	PHOENIX III/RACHEL SUMMERS	1.839362463268453e-106	1.5843648595296407e-07
BLACK BOLT/BLACKANTOR BOLTAGON [INHUMAN]	CRYSTAL [INHUMAN]	3.092794267471684e-106	1.5891227119606604e-07
THUNDERBALL/DR. ELIOT FRANKLIN	WRECKER III/DIRK GARTHWAITE	5.56976914871793e-106	1.5938805643916804e-07
JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	SCREAMING MIMI/MELISSA GOLD	6.116379755962859e-106	1.5986384168227004e-07
PILEDRIVER II/BRIAN PHILIP CALUSKY	THUNDERBALL/DR. ELIOT FRANKLIN	2.276743899294759e-105	1.6033962692537205e-07
BULLDOZER/HENRY CAMP	THUNDERBALL/DR. ELIOT FRANKLIN	2.276743899294759e-105	1.6081541216847402e-07
JUBILEE/JUBILATION LEE 	WHITE QUEEN/EMMA FROST	3.95150210440099e-105	1.6129119741157602e-07
HELLCAT/PATSY WALKER BAXTER HELLSTROM	NIGHTHAWK II/KYLE RICHMOND	4.8249881078493485e-105	1.6176698265467802e-07
CRYSTAL [INHUMAN]	KARNAK [INHUMAN]	5.316689202837643e-105	1.6224276789778002e-07
JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	MOONSTONE II/KARLA SOFEN 	7.320498179586886e-105	1.62718553140882e-07
BANSHEE/SEAN CASSIDY	CHAMBER/JONOTHON STARSMORE	8.942407000305584e-105	1.63194338383984e-07
HOGUN [ASGARDIAN]	LOKI [ASGARDIAN]	9.621986356072181e-105	1.63670123627086e-07
FANDRAL [ASGARDIAN]	LOKI [ASGARDIAN]	9.621986356072181e-105	1.64145908870188e-07
PENANCE/MONET ST. CROIX	WHITE QUEEN/EMMA FROST	5.0174502830438186e-104	1.6462169411328997e-07
HYPERION	WHIZZER II/STANLEY STEWART	8.552264478417832e-104	1.65097479356392e-07
BEETLE/ABNER RONALD JENKINS	SCREAMING MIMI/MELISSA GOLD	1.1880420106708968e-103	1.6557326459949398e-07
PROFESSOR X/CHARLES FRANCIS XAVIER 	ROGUE /	1.5517220448488912e-102	1.6604904984259598e-07
AVALANCHE/DOMINIC PETROS	PYRO/ALLERDYCE JOHNNY ST. JOHN	1.565939636727658e-102	1.6652483508569795e-07
MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	WOLFSBANE/RAHNE SINCLAIR	2.0072044907349838e-102	1.6700062032879998e-07
BOX IV/MADISON JEFFRIES	SASQUATCH/WALTER LANGKOWSKI	2.4888591055423354e-102	1.6747640557190195e-07
BLACK KNIGHT V/DANE WHITMAN	CAPTAIN MARVEL II/MONICA RAMBEAU	2.683623381447207e-102	1.6795219081500395e-07
GRANT, GLORIA GLORY	SPIDER-MAN/PETER PARKER	3.3637340896265065e-102	1.6842797605810593e-07
DRACULA/VLAD TEPES	VAN HELSING, RACHEL	1.04207011543493e-101	1.6890376130120795e-07
CYCLOPS/SCOTT SUMMERS 	NIGHTCRAWLER/KURT WAGNER 	1.6855858261960197e-101	1.6937954654430993e-07
CAPTAIN BRITAIN/BRIAN BRADDOCK	SHADOWCAT/KATHERINE KITTY PRYDE 	2.3358528188217588e-101	1.6985533178741193e-07
HUMAN TORCH/JOHNNY STORM 	LYJA LAZERFIST [SKRULL]	3.031978813021021e-101	1.7033111703051393e-07
LEEDS, BETTY BRANT	WATSON-PARKER, MARY JANE	3.0367095133393657e-101	1.708069022736159e-07
FIRESTAR/ANGELICA JONES 	NIGHT THRASHER/DUANE TAYLOR	8.964590613475033e-101	1.712826875167179e-07
OSBORN, HARRY	STACY, GWEN	9.109195311273393e-101	1.7175847275981988e-07
LOCKJAW [INHUMAN]	MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	1.7113843689958006e-100	1.722342580029219e-07
KARNILLA [ASGARDIAN]	SIF	6.194254622087923e-100	1.7271004324602388e-07
NIGHT THRASHER/DUANE TAYLOR	SPEEDBALL/ROBBIE BALDWIN	1.1578694842602156e-99	1.7318582848912588e-07
SUNSPOT/ROBERTO DACOSTA 	THUNDERBIRD II/JAMES PROUDSTAR	1.8162839614165933e-99	1.7366161373222786e-07
QUICKSILVER/PIETRO MAXIMOFF	VISION 	2.331013948326049e-99	1.7413739897532989e-07
NAMORITA/NITA PRENTISS [ATLANTEAN]	NIGHT THRASHER/DUANE TAYLOR	2.583719297203094e-99	1.7461318421843186e-07
NAMORITA/NITA PRENTISS [ATLANTEAN]	SPEEDBALL/ROBBIE BALDWIN	3.0910298113863216e-99	1.7508896946153386e-07
BOX IV/MADISON JEFFRIES	PERSUASION/KARA KILLGRAVE	3.1436898465895654e-99	1.7556475470463586e-07
CRYSTAL [INHUMAN]	LOCKJAW [INHUMAN]	3.391090196091813e-99	1.7604053994773786e-07
CH'OD	RAZA LONGKNIFE	5.846108265769571e-99	1.7651632519083984e-07
COLOSSUS II/PETER RASPUTIN 	MACTAGGERT, MOIRA KINROSS	1.4776323237105614e-98	1.7699211043394184e-07
JARVIS, EDWIN 	SCARLET WITCH/WANDA MAXIMOFF	1.8703140636993757e-98	1.7746789567704384e-07
ODIN [ASGARDIAN]	VIZIER	3.4528867720957646e-98	1.7794368092014584e-07
DOMINO III/BEATRICE/TAMARA WINTER 	THUNDERBIRD II/JAMES PROUDSTAR	3.607484667495667e-98	1.7841946616324781e-07
BANSHEE/SEAN CASSIDY	HUSK/PAIGE GUTHRIE	2.874315967977391e-97	1.7889525140634981e-07
BOX IV/MADISON JEFFRIES	PUCK/EUGENE MILTON JUDD	3.553296522942651e-97	1.7937103664945182e-07
M	SYNCH/EVERETT THOMAS	4.571548828726519e-97	1.7984682189255382e-07
CH'OD	CORSAIR	4.728082373351182e-97	1.803226071356558e-07
CORSAIR	RAZA LONGKNIFE	4.728082373351182e-97	1.807983923787578e-07
HAVOK/ALEX SUMMERS 	STORM/ORORO MUNROE Subscribe!	9.279159737374411e-97	1.812741776218598e-07
HAWK	TIGRA/GREER NELSON	1.0748640258198769e-96	1.817499628649618e-07
SHAMAN/MICHAEL TWOYOUNGMAN	SNOWBIRD/NARYA/ANNE MCKENZIE THOMPSON	2.099867200183355e-96	1.8222574810806377e-07
HEIMDALL [ASGARDIAN]	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	2.4871096939595854e-96	1.8270153335116577e-07
BLACK BOLT/BLACKANTOR BOLTAGON [INHUMAN]	MAXIMUS [INHUMAN]	4.279096062814813e-96	1.8317731859426777e-07
MACTAGGERT, MOIRA KINROSS	NIGHTCRAWLER/KURT WAGNER 	5.040195941372907e-96	1.8365310383736974e-07
MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	SUNSPOT/ROBERTO DACOSTA 	5.121860179677238e-96	1.8412888908047174e-07
DIAMOND LIL/LILLIAN CRAWLEY	HUDSON, HEATHER	8.895475592429711e-96	1.8460467432357375e-07
HUDSON, HEATHER	PERSUASION/KARA KILLGRAVE	8.895475592429711e-96	1.8508045956667575e-07
CAPTAIN MARVEL II/MONICA RAMBEAU	SHE-HULK/JENNIFER WALTERS	1.3690268867936506e-95	1.8555624480977772e-07
BANSHEE/SEAN CASSIDY	SYNCH/EVERETT THOMAS	2.409000979677115e-95	1.8603203005287972e-07
LOCKJAW [INHUMAN]	TRITON	2.7786704177882755e-95	1.8650781529598172e-07
BOOMER/TABITHA SMITH	SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	5.6080945526569755e-95	1.8698360053908372e-07
GARGOYLE II/ISAAC CHRISTIANS	NORRISS, SISTER BARBARA DENTON	1.0311183319356061e-94	1.874593857821857e-07
JAMESON, J. JONAH	OSBORN, HARRY	2.309557793532928e-94	1.879351710252877e-07
MAM'SELLE HEPZIBAH	RAZA LONGKNIFE	2.932376151595545e-94	1.884109562683897e-07
CH'OD	MAM'SELLE HEPZIBAH	2.932376151595545e-94	1.888867415114917e-07
FANDRAL [ASGARDIAN]	VIZIER	5.673822255747414e-94	1.8936252675459367e-07
M	SKIN/ANGELO ESPINOSA	8.481102994737429e-94	1.8983831199769568e-07
DORMA [ATLANTEAN]	SUB-MARINER/NAMOR MACKENZIE	8.819998615968499e-94	1.9031409724079768e-07
PARKER, MAY	WATSON, ANNA	9.397920199363977e-94	1.9078988248389965e-07
WATSON, ANNA	WATSON-PARKER, MARY JANE	1.0354171592530213e-93	1.9126566772700168e-07
SIRYN/THERESA ROURKE CASSIDY	SUNSPOT/ROBERTO DACOSTA 	1.0945978790179118e-93	1.9174145297010365e-07
THOMPSON, EUGENE FLASH	WATSON-PARKER, MARY JANE	1.545695171326615e-93	1.9221723821320565e-07
BLACK PANTHER/T'CHALLA	VISION 	2.2550196610824733e-93	1.9269302345630763e-07
PROFESSOR X/CHARLES FRANCIS XAVIER 	SHADOWCAT/KATHERINE KITTY PRYDE 	5.8797103202847556e-93	1.9316880869940966e-07
GORGON [INHUMAN]	MAXIMUS [INHUMAN]	6.317235283370241e-93	1.9364459394251166e-07
COLOSSUS II/PETER RASPUTIN 	PSYLOCKE/ELISABETH BETSY BRADDOCK 	6.832972394583569e-93	1.9412037918561363e-07
CORSAIR	MAM'SELLE HEPZIBAH	1.408853300250803e-92	1.945961644287156e-07
HUDSON, HEATHER	TALISMAN II/ELIZABETH TWOYOUNGMEN	2.802922941266657e-92	1.950719496718176e-07
BANSHEE/SEAN CASSIDY	WHITE QUEEN/EMMA FROST	3.116467348470448e-92	1.9554773491491963e-07
GAMBIT/REMY LEBEAU 	PSYLOCKE/ELISABETH BETSY BRADDOCK 	5.85484216705873e-92	1.960235201580216e-07
VIZIER	VOLSTAGG	5.981311060138177e-92	1.9649930540112358e-07
HOGUN [ASGARDIAN]	VIZIER	8.259992920746144e-92	1.9697509064422558e-07
LOCKHEED	PHOENIX III/RACHEL SUMMERS	2.4350110927373927e-91	1.974508758873276e-07
BOOMER/TABITHA SMITH	DOMINO III/BEATRICE/TAMARA WINTER 	5.894275903408454e-91	1.9792666113042958e-07
CRYSTAL [INHUMAN]	MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	9.85259285611614e-91	1.9840244637353156e-07
AVALANCHE/DOMINIC PETROS	BLOB/FRED J. DUKES	1.1578016351349984e-90	1.9887823161663356e-07
KARNAK [INHUMAN]	MAXIMUS [INHUMAN]	1.3399446865782378e-90	1.993540168597356e-07
GAMBIT/REMY LEBEAU 	WOLVERINE/LOGAN 	1.6358773241395748e-90	1.9982980210283756e-07
WARLOCK II/ADAM WARLOCK	ÁGAMORA	1.9952588603079305e-90	2.0030558734593954e-07
FU MANCHU	SHANG-CHI	2.097020206303108e-90	2.0078137258904154e-07
HULK/DR. ROBERT BRUCE BANNER 	NORRISS, SISTER BARBARA DENTON	2.1947620847018474e-90	2.0125715783214356e-07
CAPTAIN MARVEL II/MONICA RAMBEAU	STARFOX/EROS	4.82716403068858e-90	2.0173294307524554e-07
FIRESTAR/ANGELICA JONES 	SPEEDBALL/ROBBIE BALDWIN	6.103740106671949e-90	2.0220872831834751e-07
HEIMDALL [ASGARDIAN]	LOKI [ASGARDIAN]	6.366493735070541e-90	2.0268451356144951e-07
BEETLE/ABNER RONALD JENKINS	MOONSTONE II/KARLA SOFEN 	7.926188458279873e-90	2.0316029880455154e-07
PIP/PRINCE GOFERN	WARLOCK II/ADAM WARLOCK	1.049179216259459e-89	2.0363608404765352e-07
BANNER, BETTY ROSS TALBOT	DOC SAMSON/DR. LEONARD SAMSON	1.1960973482799522e-89	2.0411186929075552e-07
BANSHEE/SEAN CASSIDY	PENANCE/MONET ST. CROIX	1.2337580539710298e-89	2.045876545338575e-07
FIXER II/PAUL NORBERT EBERSOL	MOONSTONE II/KARLA SOFEN 	2.0249495386098685e-89	2.0506343977695952e-07
JAMESON, J. JONAH	JAMESON, MARLA MADISON	4.628670717702363e-89	2.055392250200615e-07
HAWK	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	6.791799905998823e-89	2.060150102631635e-07
HULK/DR. ROBERT BRUCE BANNER 	NIGHTHAWK II/KYLE RICHMOND	9.632274444020263e-89	2.0649079550626547e-07
BEAST/HENRY &HANK& P. MCCOY 	GAMBIT/REMY LEBEAU 	1.2171106553366165e-88	2.069665807493675e-07
OSBORN, HARRY	OSBORN, LIZ ALLAN	1.542561051438997e-88	2.0744236599246947e-07
MEGGAN	WIDGET	1.6147837101895626e-88	2.0791815123557147e-07
CAPTAIN BRITAIN/BRIAN BRADDOCK	NIGHTCRAWLER/KURT WAGNER 	2.552683934566548e-88	2.0839393647867345e-07
SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	SIRYN/THERESA ROURKE CASSIDY	3.995546362746161e-88	2.0886972172177542e-07
SCARLET WITCH/WANDA MAXIMOFF	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	7.047910611380473e-88	2.0934550696487745e-07
HUSK/PAIGE GUTHRIE	M	1.1564233776794508e-87	2.0982129220797945e-07
JUSTICE II/VANCE ASTROVIK 	NOVA/RICHARD RIDER	2.4578780605339075e-87	2.1029707745108142e-07
DR. STRANGE/STEPHEN STRANGE	NIGHTHAWK II/KYLE RICHMOND	2.760012932241144e-87	2.107728626941834e-07
IRON MAN/TONY STARK 	JARVIS, EDWIN 	2.8509711773628695e-87	2.1124864793728542e-07
FIRESTAR/ANGELICA JONES 	NAMORITA/NITA PRENTISS [ATLANTEAN]	3.870703746691496e-87	2.1172443318038742e-07
ANT-MAN/DR. HENRY J. PYM	QUICKSILVER/PIETRO MAXIMOFF	4.686170613142505e-87	2.122002184234894e-07
PIP/PRINCE GOFERN	ÁGAMORA	4.717633068817764e-87	2.1267600366659137e-07
PERSUASION/KARA KILLGRAVE	SASQUATCH/WALTER LANGKOWSKI	5.774083811458356e-87	2.131517889096934e-07
LUBENSKI, NATE	PARKER, MAY	5.869863850104201e-87	2.136275741527954e-07
PATHWAY/LAURA DEAN	PERSUASION/KARA KILLGRAVE	6.176138009457425e-87	2.1410335939589738e-07
DESTINY II/IRENE ADLER	MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	6.581810870703739e-87	2.1457914463899938e-07
DE LA FONTAINE, CONTESSA VALENTINA ALLEGRO	FURY, COL. NICHOLAS NICK JOSEPH	7.1879159216058025e-87	2.1505492988210138e-07
BANSHEE/SEAN CASSIDY	CYCLOPS/SCOTT SUMMERS 	7.251133389646176e-87	2.1553071512520338e-07
MS. MARVEL II/SHARON VENTURA	THING/BENJAMIN J. GRIMM 	9.609922211947641e-87	2.1600650036830535e-07
CRYSTAL [INHUMAN]	TRITON	3.939772708036485e-86	2.1648228561140735e-07
JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	POWER MAN/ERIK JOSTEN	4.121200402605111e-86	2.1695807085450938e-07
LONGSHOT	PSYLOCKE/ELISABETH BETSY BRADDOCK 	4.358056222221661e-86	2.1743385609761136e-07
CAPTAIN AMERICA	HERCULES [GREEK GOD]	9.987440159545569e-86	2.1790964134071333e-07
JUBILEE/JUBILATION LEE 	M	1.2186696058223307e-85	2.1838542658381533e-07
SPIDER-MAN/PETER PARKER	STACY, GWEN	1.5386233921355066e-85	2.1886121182691736e-07
ROGUE /	SHADOWCAT/KATHERINE KITTY PRYDE 	2.680789781384729e-85	2.1933699707001933e-07
JONES, MARLO CHANDLER	JONES, RICHARD MILHOUSE RICK	6.415434149692707e-85	2.198127823131213e-07
WOLFE, SARA	WONG	9.071368373190571e-85	2.202885675562233e-07
AURORA/JEANNE-MARIE BAUBIER	SNOWBIRD/NARYA/ANNE MCKENZIE THOMPSON	1.257128390587924e-84	2.2076435279932528e-07
CHAMBER/JONOTHON STARSMORE	M	1.562254451252749e-84	2.212401380424273e-07
DR. STRANGE/STEPHEN STRANGE	WOLFE, SARA	3.278931962498744e-84	2.2171592328552928e-07
MARVEL GIRL/JEAN GREY SUMMERS	SUMMERS, NATHAN CHRISTOPHER CHARLES	3.726539224532053e-84	2.2219170852863129e-07
DOC SAMSON/DR. LEONARD SAMSON	ROSS, GEN. THADDEUS E. THUNDERBOLT	5.707551958560786e-84	2.2266749377173326e-07
OSBORN, HARRY	THOMPSON, EUGENE FLASH	1.2802511593135378e-83	2.231432790148353e-07
BRUTE | MUTANT X-VERSE/HENRY MCCOY 	ICE-MAN | MUTANT X-VERSE/ROBERT BOB DRAKE 	1.9510238981131735e-83	2.2361906425793726e-07
JUSTICE II/VANCE ASTROVIK 	NIGHT THRASHER/DUANE TAYLOR	2.1351491435117705e-83	2.2409484950103926e-07
